Brand,Product_Name,Former_Price,Current_Price,Discount
Ray-Ban,RB5422,,210.0,
Ray-Ban,RB6510,,210.0,
Ray-Ban,RB7225,189.0,132.3,30
Ray-Ban,RB7226,178.0,124.6,30
Ray-Ban,RB7227,189.0,132.3,30
Ray-Ban,RB7229,222.0,155.4,30
Ray-Ban,RB7232M - Scuderia Ferrari Collection,,237.0,
Ray-Ban,RB3765V,222.0,155.4,30
Ray-Ban,RB0298VF,222.0,111.0,50
Ray-Ban,RB7228,,189.0,
Ray-Ban,RB7230,,249.0,
Ray-Ban,RB6511,223.0,156.1,30
Ray-Ban,RB6512,222.0,155.4,30
Ray-Ban,RB6513,,249.0,
Ray-Ban,RB6516M - Scuderia Ferrari Collection,,290.0,
Oakley,Contrail TI,,387.0,
Oakley,Addams,,227.0,
Oakley,Cognitive,,442.0,
Oakley,Bat Flip,,187.0,
Oakley,Cognitive R,,442.0,
Oakley,Dehaven (Low Bridge Fit),,242.0,
Oakley,Exchange R,,242.0,
Oakley,Hip Tone,,227.0,
,,,,
Oakley,Voon,,227.0,
Ray-Ban,RB2210V,,189.0,
Ray-Ban,RB2241V,,210.0,
Ray-Ban,RB2242V,,198.0,
Ray-Ban,RB3734V,,189.0,
Ray-Ban,RB3735V,,210.0,
Ray-Ban,RB5430,,210.0,
Ray-Ban,RB7238,,176.0,
Ray-Ban,RB7327,176.0,88.0,50
Ray-Ban,RB7330,,176.0,
Ray-Ban,RB6343,179.0,89.5,50
Ray-Ban,RB6377,188.0,94.0,50
Ray-Ban,RB7075,154.0,77.0,50
Ray-Ban,RB5242,191.0,95.5,50
Oakley,Pitchman (Low Bridge Fit),,255.0,
Oakley,Double Down,,242.0,
Oakley,Enigma Ink,,255.0,
Oakley,Frogskins (Low Bridge Fit),,172.0,
Oakley,Addams 0.5,,227.0,
Ray-Ban,RB3746V,,210.0,
Ray-Ban,RB3749V,,210.0,
Ray-Ban,RB3751V,,189.0,
Ray-Ban,RB3807VM,,317.0,
Ray-Ban,RB5431,,210.0,
,,,,
Ray-Ban,RB5431F,,210.0,
Ray-Ban,RB5435,,189.0,
Ray-Ban,RB5435F,,189.0,
Ray-Ban,RB5489,,210.0,
Ray-Ban,RB5489F,,210.0,
Ray-Ban,RB5586,,222.0,
Ray-Ban,RB6529,,189.0,
Ray-Ban,RB6545,,210.0,
Ray-Ban,RB7316V,,249.0,
Ray-Ban,RB7840V,,249.0,
Ray-Ban,RB0707VM,249.0,124.5,50
Ray-Ban,RB6499,198.0,99.0,50
Ray-Ban,RB8237V,452.0,226.0,50
Ray-Ban,RB8258V,452.0,226.0,50
Ray-Ban,RB8265V,452.0,226.0,50
Oakley,Dissipate (Low Bridge Fit),,227.0,
Oakley,Ingress,,227.0,
Oakley,Kylian Mbappe Signature Series HSTN (Low Bridge Fit),,208.0,
Oakley,Metal Plate TI,,318.0,
Ray-Ban,RB7239,,176.0,
Ray-Ban,RB7239F,,176.0,
Ray-Ban,RB5398F,,198.0,
Ray-Ban,RB8794,,479.0,
Ray-Ban,RB7680V,,344.0,
,,,,
Ray-Ban,RB7216F,,222.0,
Ray-Ban,RB3681V,,153.0,
Ray-Ban,RB3717V,,222.0,
Ray-Ban,RB5419,,261.0,
Ray-Ban,RB6487,,189.0,
Ray-Ban,RB6509,,198.0,
Ray-Ban,RB6518,,249.0,
Ray-Ban,RB7199,,235.0,
Ray-Ban,RB7235,,249.0,
Ray-Ban,RB3447V,,210.0,
Ray-Ban,RB3758V,,176.0,
Ray-Ban,RB3875V,,222.0,
Ray-Ban,RB5440,,189.0,
Ray-Ban,RB5441,,189.0,
Ray-Ban,RB5510 - Skyler Optics,,210.0,
Ray-Ban,RB7255,,237.0,
Ray-Ban,RB7256,,210.0,
Ray-Ban,RB7258,,176.0,
Oakley,Burrow,,442.0,
Oakley,Foil RQ,,163.0,
Oakley,Slender,,297.0,
Oakley,Upturn,,215.0,
Ray-Ban,RB6495,223.0,156.1,30
,,,,
Ray-Ban,RB7215F,210.0,147.0,30
Ray-Ban,RB7225F,178.0,124.6,30
Ray-Ban,RB8165V,452.0,316.4,30
Ray-Ban,RB5341,175.0,87.5,50
Oakley,Admission (Low Bridge Fit),,176.0,
Oakley,Dehaven,,242.0,
Ray-Ban,RB2241VF,,210.0,
Ray-Ban,RB3732V,,189.0,
Ray-Ban,RB3733V,,189.0,
Ray-Ban,RB5017A,,210.0,
Ray-Ban,RB5418F,,198.0,
Ray-Ban,RB5421F,,210.0,
Ray-Ban,RB5429,,210.0,
Ray-Ban,RB5430F,,210.0,
Ray-Ban,RB5433,,178.0,
Ray-Ban,RB6520,,198.0,
Ray-Ban,RB6528,,176.0,
Ray-Ban,RB7231M - Scuderia Ferrari Collection,237.0,118.5,50
Ray-Ban,RB7238F,,166.0,
Ray-Ban,RB7240M - Scuderia Ferrari Collection,,249.0,
Ray-Ban,RB7681V,,325.0,
Ray-Ban,RB8782,,479.0,
Ray-Ban,RB8789,,479.0,
Ray-Ban,RB5315D,,207.0,
,,,,
Ray-Ban,RB7022,154.0,107.8,30
Ray-Ban,RB7085,143.0,100.1,30
Ray-Ban,RB7214F,210.0,147.0,30
Ray-Ban,RB8762D,212.0,148.4,30
Ray-Ban,RB2242VF,,198.0,
Ray-Ban,RB5406F,,178.0,
Ray-Ban,RB5422F,,198.0,
Ray-Ban,RB6281D,,207.0,
Ray-Ban,RB6594M - Scuderia Ferrari Collection,,274.0,
Ray-Ban,RB7168D,,207.0,
Ray-Ban,RB7307M,274.0,137.0,50
Ray-Ban,RB7330F,,166.0,
Oakley,Pitchman R Carbon - Alternate Fit,,297.0,
Ray-Ban,RB1644,,87.0,
Ray-Ban,RB5445,,186.0,
Ray-Ban,RB5445F,,186.0,
Ray-Ban,RB5446F,,186.0,
Ray-Ban,RB5449D,,210.0,
Ray-Ban,RB6543,,186.0,
Ray-Ban,RB6645,,210.0,
Ray-Ban,RB6647,,210.0,
,,,,
Ray-Ban,RB7260,,210.0,
Ray-Ban,RB8779D,,276.0,
Ray-Ban,RB8781D,,249.0,
Ray-Ban,RB8783D,,249.0,
Ray-Ban,RB5344D,261.0,130.5,50
Ray-Ban,RB5416D,247.0,123.5,50
Ray-Ban,RB6284,210.0,105.0,50
Ray-Ban,RB6471L,142.0,71.0,50
Ray-Ban,RB6482D,236.0,118.0,50
Ray-Ban,RB7021,176.0,88.0,50
Ray-Ban,RB7023,222.0,111.0,50
Ray-Ban,RB8772D,311.0,155.5,50
Ray-Ban,RB8773D,345.0,172.5,50
Ray-Ban,RB8775D,277.0,138.5,50
Ray-Ban,RB6480M-Scuderia Ferrari Collection,300.0,150.0,50
Ray-Ban,RB5279,,222.0,
Ray-Ban,RB5277,,186.0,
Ray-Ban,RB5285,,222.0,
Ray-Ban,RB6238,,222.0,
Oakley,Persuasive,183.0,128.1,30
Ray-Ban,RB5286,,222.0,
Ray-Ban,RB8412,,276.0,
Oakley,Bottle Rocket 4.0,,276.0,
,,,,
Oakley,Metal Plate,,346.0,
Ray-Ban,RB5169,,186.0,
Ray-Ban,RB5206,,210.0,
Ray-Ban,RB5228,,222.0,
Oakley,Clubface,,276.0,
Oakley,Rhinochaser,,276.0,
Ray-Ban,RB5245,,210.0,
Oakley,Tumbleweed,,255.0,
Oakley,Currency,,276.0,
Dolce & Gabbana,DG3360,364.0,254.8,30
Burberry,BE2172,327.0,228.9,30
Gucci,GG0025O,370.0,314.5,15
Versace,VE1218,286.0,200.2,30
Versace,VE3186,286.0,200.2,30
Burberry,BE1268,249.0,174.3,30
Persol,PO9714VM - Folding,,422.0,
Persol,PO3092V,,333.0,
Burberry,BE1282,311.0,217.7,30
Burberry,BE2201,265.0,185.5,30
Burberry,BE2205,311.0,217.7,30
Versace,VE1233Q,316.0,221.2,30
Versace,VE3218,270.0,135.0,50
,,,,
Versace,VE3220,245.0,122.5,50
Burberry,BE1289,264.0,132.0,50
Persol,PO3143V,,333.0,
Persol,PO3146V,260.0,130.0,50
Burberry,BE2232,320.0,160.0,50
Dolce & Gabbana,DG3258,306.0,214.2,30
Burberry,BE1308,290.0,145.0,50
Burberry,BE2242,265.0,132.5,50
Burberry,BE2247,290.0,145.0,50
Dolce & Gabbana,DG1290,316.0,158.0,50
Dolce & Gabbana,DG3268,320.0,224.0,30
Gucci,GG0011O,460.0,391.0,15
Gucci,GG0013O,500.0,425.0,15
Gucci,GG0026O,370.0,314.5,15
Gucci,GG0027O,370.0,314.5,15
Versace,VE1244,295.0,147.5,50
Versace,VE3242A,346.0,242.2,30
Gucci,GG0093O,370.0,314.5,15
Gucci,GG0131O,560.0,476.0,15
Kate Spade,Glorianne,,245.0,
Burberry,BE2255Q,358.0,250.6,30
Burberry,BE2255QF - Alternate Fit,321.0,160.5,50
Versace,VE1247,346.0,242.2,30
Dolce & Gabbana,DG5025,306.0,214.2,30
,,,,
Gucci,GG0121O,370.0,314.5,15
Persol,PO3189V,342.0,171.0,50
Versace,VE3251B,310.0,155.0,50
Dolce & Gabbana,DG5026,306.0,214.2,30
Dolce & Gabbana,DG5027,280.0,140.0,50
Gucci,GG0184O,500.0,425.0,15
Gucci,GG0241O,680.0,476.0,30
Gucci,GG0278O,465.0,395.25,15
Burberry,BE1323,327.0,228.9,30
Dolce & Gabbana,DG5031,335.0,234.5,30
Versace,VE3255,270.0,135.0,50
Gucci,GG0329O,460.0,230.0,50
Gucci,GG0343O,465.0,395.25,15
Burberry,BE2280,327.0,228.9,30
Dolce & Gabbana,DG5036,335.0,234.5,30
Gucci,GG0297OK - Alternate Fit,560.0,476.0,15
Gucci,GG0383O,490.0,416.5,15
Gucci,GG0385OA - Alternate Fit,445.0,378.25,15
Gucci,GG0399O,590.0,413.0,30
Gucci,GG0424O,465.0,395.25,15
Versace,VE1255B,304.0,152.0,50
Gucci,GG0396O,560.0,476.0,15
Dolce & Gabbana,DG3305,411.0,287.7,30
Dolce & Gabbana,DG3308,335.0,234.5,30
,,,,
Dolce & Gabbana,DG1309,300.0,210.0,30
Dolce & Gabbana,DG5044,261.0,182.7,30
Versace,VE3274B,346.0,242.2,30
Burberry,BE1337,275.0,137.5,50
Burberry,BE2291,321.0,160.5,50
Burberry,BE2306,248.0,124.0,50
Persol,PO2460V,,342.0,
Persol,PO3218V,,348.0,
Gucci,GG0548O,430.0,301.0,30
Gucci,GG0550O,405.0,344.25,15
Gucci,GG0605O,680.0,476.0,30
Persol,PO3007VM,,348.0,
Burberry,BE1340,275.0,137.5,50
Burberry,BE1341,275.0,137.5,50
Burberry,BE2311,275.0,137.5,50
Burberry,BE2315,266.0,133.0,50
Dolce & Gabbana,DG1322,274.0,137.0,50
Dolce & Gabbana,DG1323,306.0,214.2,30
Versace,VE1264,286.0,200.2,30
Versace,VE1266,304.0,152.0,50
Kate Spade,Bendall,,250.0,
Kate Spade,Gabriella,,255.0,
Kate Spade,Hadlee,,250.0,
Kate Spade,Lowri/F - Alternate Fit,,250.0,
,,,,
Gucci,GG0634O,305.0,259.25,15
Gucci,GG0681O,560.0,476.0,15
Gucci,GG0692O,465.0,395.25,15
Burberry,BE1343,275.0,137.5,50
Burberry,BE2316,275.0,137.5,50
Burberry,BE2317,275.0,137.5,50
Burberry,BE2318,266.0,133.0,50
Burberry,BE2318F - Alternate Fit,266.0,133.0,50
Burberry,BE2319,275.0,137.5,50
Dolce & Gabbana,DG3325,326.0,163.0,50
Dolce & Gabbana,DG5053,252.0,126.0,50
Versace,VE3282,278.0,139.0,50
Versace,VE3283,278.0,139.0,50
Versace,VE3284B,304.0,152.0,50
Versace,VE3285,283.0,141.5,50
Persol,PO5002VT,420.0,210.0,50
Kate Spade,Arabel,,240.0,
Kate Spade,Tana/G,,250.0,
Gucci,GG0718O,500.0,425.0,15
Gucci,GG0737O,500.0,425.0,15
Gucci,GG0738O,500.0,425.0,15
Gucci,GG0749O,305.0,259.25,15
Gucci,GG0752O,465.0,395.25,15
Kate Spade,Eliana/G,,255.0,
,,,,
Gucci,GG0750O,400.0,340.0,15
Gucci,GG0756OA - Alternate Fit,500.0,425.0,15
Kate Spade,Cailye,,240.0,
Kate Spade,Izabel/G,,250.0,
Burberry,BE1348,327.0,228.9,30
Burberry,BE2323,275.0,137.5,50
Burberry,BE2325F - Alternate Fit,266.0,133.0,50
Burberry,BE1347,293.0,146.5,50
Burberry,BE1350,293.0,146.5,50
Burberry,BE2333,293.0,146.5,50
Burberry,BE2334 Elm,296.0,207.2,30
Burberry,BE2334F Elm - Alternate fit,296.0,207.2,30
Dolce & Gabbana,DG3329,303.0,151.5,50
Dolce & Gabbana,DG3334,377.0,263.9,30
Versace,VE1271,286.0,200.2,30
Versace,VE1272,278.0,139.0,50
Versace,VE3288,310.0,155.0,50
Versace,VE3293,256.0,179.2,30
Kate Spade,Marnie,,240.0,
Kate Spade,Raelynn,230.0,161.0,30
Gucci,GG0819OA - Alternate Fit,575.0,488.75,15
Gucci,GG0799O,475.0,403.75,15
Gucci,GG0826O,460.0,322.0,30
Gucci,GG0833O,560.0,476.0,15
,,,,
Kate Spade,Valencia/G,,250.0,
Persol,PO2478V,327.0,163.5,50
Persol,PO3253V,342.0,171.0,50
Persol,PO3267V,,273.0,
Kate Spade,Audrina/G,,250.0,
Kate Spade,Ayla,255.0,178.5,30
Kate Spade,Emmalee,,245.0,
Kate Spade,Hermione/G,230.0,161.0,30
Kate Spade,Joliet,230.0,161.0,30
Kate Spade,Taya,,240.0,
Burberry,BE1354 Martha,321.0,224.7,30
Burberry,BE1355,327.0,228.9,30
Burberry,BE2331,293.0,146.5,50
Burberry,BE2332,293.0,146.5,50
Burberry,BE2332F - Alternate Fit,293.0,146.5,50
Burberry,BE2336,321.0,160.5,50
Burberry,BE2338,293.0,146.5,50
Burberry,BE2338F - Alternate Fit,293.0,146.5,50
Burberry,BE2339 Harrington,327.0,228.9,30
Burberry,BE2340 Bolton,296.0,207.2,30
Dolce & Gabbana,DG1333,326.0,163.0,50
